condition,country,actor_id,actor_age_years,actor_gender,dist,eq_uneq,decision,value,trial
DI,Senegal,senegal_actor_88,13,F,t4_dist,E,accept,low,t4
AI,Senegal,senegal_actor_89,6,M,t4_dist,E,accept,high,t4
DI,Senegal,senegal_actor_9,11,F,t4_dist,E,accept,low,t4
AI,Senegal,senegal_actor_90,5,F,t4_dist,U,accept,high,t4
AI,Senegal,senegal_actor_91,6,F,t4_dist,E,accept,low,t4
DI,Senegal,senegal_actor_92,6,F,t4_dist,E,reject,high,t4
DI,Senegal,senegal_actor_93,6,M,t4_dist,E,reject,low,t4
DI,Senegal,senegal_actor_94,5,F,t4_dist,U,accept,low,t4
AI,Senegal,senegal_actor_95,7,F,t4_dist,E,accept,high,t4
DI,Senegal,senegal_actor_96,9,M,t4_dist,U,reject,high,t4
DI,Senegal,senegal_actor_97,8,F,t4_dist,U,reject,high,t4
DI,Senegal,senegal_actor_98,9,F,t4_dist,E,accept,low,t4
AI,Senegal,senegal_actor_99,13,M,t4_dist,E,accept,high,t4
AI,Senegal,senegal_actor_1,5,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_10,15,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_100,6,M,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_101,8,M,t5_dist,E,reject,high,t5
AI,Senegal,senegal_actor_102,9,F,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_103,9,M,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_104,12,F,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_105,12,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_106,14,M,t5_dist,E,reject,high,t5
AI,Senegal,senegal_actor_107,15,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_108,14,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_109,13,M,t5_dist,U,reject,high,t5
AI,Senegal,senegal_actor_11,13,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_110,6,M,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_111,6,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_112,6,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_113,5,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_114,6,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_115,6,M,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_116,6,F,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_117,8,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_118,8,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_119,9,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_12,13,F,t5_dist,U,reject,high,t5
AI,Senegal,senegal_actor_120,9,M,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_121,7,F,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_122,8,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_123,9,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_124,9,F,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_125,9,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_126,8,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_127,9,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_128,9,M,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_13,10,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_14,11,M,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_15,12,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_16,10,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_17,10,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_18,15,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_19,14,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_2,6,F,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_20,14,M,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_21,6,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_22,6,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_23,5,M,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_24,9,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_25,9,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_26,7,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_27,12,M,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_28,11,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_29,12,F,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_3,4,F,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_30,10,F,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_31,15,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_32,14,F,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_33,15,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_34,6,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_35,8,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_36,7,M,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_37,12,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_38,12,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_39,15,F,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_4,6,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_40,15,F,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_41,6,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_42,6,F,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_43,9,M,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_44,12,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_45,12,M,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_46,10,M,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_47,13,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_48,15,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_49,14,M,t5_dist,U,reject,high,t5
AI,Senegal,senegal_actor_5,8,M,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_50,5,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_51,6,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_52,5,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_53,8,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_54,12,M,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_55,12,F,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_56,13,M,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_57,15,F,t5_dist,E,accept,high,t5
AI,Senegal,senegal_actor_58,15,F,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_59,15,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_6,12,F,t5_dist,U,reject,high,t5
AI,Senegal,senegal_actor_60,6,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_61,8,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_62,9,M,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_63,15,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_64,14,F,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_65,14,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_66,6,F,t5_dist,E,reject,high,t5
AI,Senegal,senegal_actor_67,6,F,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_68,9,M,t5_dist,E,accept,high,t5
AI,Senegal,senegal_actor_69,11,M,t5_dist,E,accept,high,t5
AI,Senegal,senegal_actor_7,12,M,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_70,11,F,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_71,10,M,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_72,12,F,t5_dist,U,reject,low,t5
AI,Senegal,senegal_actor_73,14,M,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_74,15,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_75,13,F,t5_dist,U,reject,high,t5
AI,Senegal,senegal_actor_76,5,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_77,5,M,t5_dist,E,accept,high,t5
AI,Senegal,senegal_actor_78,8,F,t5_dist,E,accept,low,t5
DI,Senegal,senegal_actor_79,9,F,t5_dist,E,accept,high,t5
AI,Senegal,senegal_actor_8,12,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_80,12,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_81,12,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_82,11,M,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_83,12,F,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_84,10,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_85,10,M,t5_dist,E,reject,low,t5
AI,Senegal,senegal_actor_86,13,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_87,13,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_88,13,F,t5_dist,E,reject,low,t5
AI,Senegal,senegal_actor_89,6,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_9,11,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_90,5,F,t5_dist,E,reject,high,t5
AI,Senegal,senegal_actor_91,6,F,t5_dist,U,accept,low,t5
DI,Senegal,senegal_actor_92,6,F,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_93,6,M,t5_dist,U,reject,low,t5
DI,Senegal,senegal_actor_94,5,F,t5_dist,U,accept,low,t5
AI,Senegal,senegal_actor_95,7,F,t5_dist,U,accept,high,t5
DI,Senegal,senegal_actor_96,9,M,t5_dist,U,reject,high,t5
DI,Senegal,senegal_actor_97,8,F,t5_dist,E,accept,high,t5
DI,Senegal,senegal_actor_98,9,F,t5_dist,E,accept,low,t5
AI,Senegal,senegal_actor_99,13,M,t5_dist,U,accept,high,t5
AI,Senegal,senegal_actor_1,5,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_10,15,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_100,6,M,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_101,8,M,t6_dist,U,reject,high,t6
AI,Senegal,senegal_actor_102,9,F,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_103,9,M,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_104,12,F,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_105,12,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_106,14,M,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_107,15,M,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_108,14,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_109,13,M,t6_dist,E,reject,high,t6
AI,Senegal,senegal_actor_11,13,F,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_110,6,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_111,6,M,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_112,6,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_113,5,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_114,6,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_115,6,M,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_116,6,F,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_117,8,F,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_118,8,F,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_119,9,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_12,13,F,t6_dist,U,reject,high,t6
AI,Senegal,senegal_actor_120,9,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_121,7,F,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_122,8,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_123,9,M,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_124,9,F,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_125,9,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_126,8,M,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_127,9,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_128,9,M,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_13,10,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_14,11,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_15,12,M,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_16,10,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_17,10,F,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_18,15,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_19,14,M,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_2,6,F,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_20,14,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_21,6,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_22,6,F,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_23,5,M,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_24,9,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_25,9,F,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_26,7,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_27,12,M,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_28,11,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_29,12,F,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_3,4,F,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_30,10,F,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_31,15,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_32,14,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_33,15,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_34,6,F,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_35,8,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_36,7,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_37,12,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_38,12,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_39,15,F,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_4,6,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_40,15,F,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_41,6,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_42,6,F,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_43,9,M,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_44,12,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_45,12,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_46,10,M,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_47,13,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_48,15,M,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_49,14,M,t6_dist,U,reject,high,t6
AI,Senegal,senegal_actor_5,8,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_50,5,F,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_51,6,M,t6_dist,E,reject,low,t6
DI,Senegal,senegal_actor_52,5,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_53,8,F,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_54,12,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_55,12,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_56,13,M,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_57,15,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_58,15,F,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_59,15,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_6,12,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_60,6,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_61,8,M,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_62,9,M,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_63,15,F,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_64,14,F,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_65,14,F,t6_dist,U,reject,low,t6
AI,Senegal,senegal_actor_66,6,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_67,6,F,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_68,9,M,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_69,11,M,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_7,12,M,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_70,11,F,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_71,10,M,t6_dist,U,accept,high,t6
DI,Senegal,senegal_actor_72,12,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_73,14,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_74,15,F,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_75,13,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_76,5,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_77,5,M,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_78,8,F,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_79,9,F,t6_dist,E,accept,high,t6
AI,Senegal,senegal_actor_8,12,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_80,12,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_81,12,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_82,11,M,t6_dist,U,accept,low,t6
DI,Senegal,senegal_actor_83,12,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_84,10,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_85,10,M,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_86,13,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_87,13,M,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_88,13,F,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_89,6,M,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_9,11,F,t6_dist,E,reject,low,t6
AI,Senegal,senegal_actor_90,5,F,t6_dist,U,reject,high,t6
AI,Senegal,senegal_actor_91,6,F,t6_dist,U,reject,low,t6
DI,Senegal,senegal_actor_92,6,F,t6_dist,E,reject,high,t6
DI,Senegal,senegal_actor_93,6,M,t6_dist,E,accept,low,t6
DI,Senegal,senegal_actor_94,5,F,t6_dist,E,accept,low,t6
AI,Senegal,senegal_actor_95,7,F,t6_dist,E,accept,high,t6
DI,Senegal,senegal_actor_96,9,M,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_97,8,F,t6_dist,U,reject,high,t6
DI,Senegal,senegal_actor_98,9,F,t6_dist,U,accept,low,t6
AI,Senegal,senegal_actor_99,13,M,t6_dist,U,accept,high,t6
AI,Senegal,senegal_actor_1,5,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_10,15,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_100,6,M,t7_dist,U,reject,low,t7
AI,Senegal,senegal_actor_101,8,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_102,9,F,t7_dist,U,accept,low,t7
DI,Senegal,senegal_actor_103,9,M,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_104,12,F,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_105,12,F,t7_dist,U,reject,high,t7
AI,Senegal,senegal_actor_106,14,M,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_107,15,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_108,14,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_109,13,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_11,13,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_110,6,M,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_111,6,M,t7_dist,E,reject,low,t7
DI,Senegal,senegal_actor_112,6,M,t7_dist,E,reject,high,t7
DI,Senegal,senegal_actor_113,5,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_114,6,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_115,6,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_116,6,F,t7_dist,U,reject,low,t7
AI,Senegal,senegal_actor_117,8,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_118,8,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_119,9,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_12,13,F,t7_dist,U,reject,high,t7
AI,Senegal,senegal_actor_120,9,M,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_121,7,F,t7_dist,E,reject,low,t7
AI,Senegal,senegal_actor_122,8,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_123,9,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_124,9,F,t7_dist,U,reject,high,t7
DI,Senegal,senegal_actor_125,9,F,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_126,8,M,t7_dist,U,reject,high,t7
DI,Senegal,senegal_actor_127,9,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_128,9,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_13,10,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_14,11,M,t7_dist,U,accept,low,t7
DI,Senegal,senegal_actor_15,12,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_16,10,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_17,10,F,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_18,15,F,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_19,14,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_2,6,F,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_20,14,M,t7_dist,U,reject,low,t7
AI,Senegal,senegal_actor_21,6,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_22,6,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_23,5,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_24,9,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_25,9,F,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_26,7,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_27,12,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_28,11,F,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_29,12,F,t7_dist,U,reject,high,t7
DI,Senegal,senegal_actor_3,4,F,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_30,10,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_31,15,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_32,14,F,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_33,15,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_34,6,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_35,8,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_36,7,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_37,12,M,t7_dist,E,reject,high,t7
DI,Senegal,senegal_actor_38,12,M,t7_dist,U,reject,high,t7
DI,Senegal,senegal_actor_39,15,F,t7_dist,U,reject,low,t7
DI,Senegal,senegal_actor_4,6,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_40,15,F,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_41,6,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_42,6,F,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_43,9,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_44,12,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_45,12,M,t7_dist,U,reject,low,t7
DI,Senegal,senegal_actor_46,10,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_47,13,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_48,15,M,t7_dist,U,reject,high,t7
DI,Senegal,senegal_actor_49,14,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_5,8,M,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_50,5,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_51,6,M,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_52,5,F,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_53,8,F,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_54,12,M,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_55,12,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_56,13,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_57,15,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_58,15,F,t7_dist,U,reject,low,t7
DI,Senegal,senegal_actor_59,15,F,t7_dist,U,reject,low,t7
AI,Senegal,senegal_actor_6,12,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_60,6,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_61,8,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_62,9,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_63,15,F,t7_dist,U,accept,low,t7
AI,Senegal,senegal_actor_64,14,F,t7_dist,U,accept,low,t7
DI,Senegal,senegal_actor_65,14,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_66,6,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_67,6,F,t7_dist,U,accept,high,t7
AI,Senegal,senegal_actor_68,9,M,t7_dist,E,reject,high,t7
AI,Senegal,senegal_actor_69,11,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_7,12,M,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_70,11,F,t7_dist,U,accept,low,t7
DI,Senegal,senegal_actor_71,10,M,t7_dist,E,accept,high,t7
DI,Senegal,senegal_actor_72,12,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_73,14,M,t7_dist,U,accept,low,t7
DI,Senegal,senegal_actor_74,15,F,t7_dist,U,accept,high,t7
DI,Senegal,senegal_actor_75,13,F,t7_dist,U,reject,high,t7
AI,Senegal,senegal_actor_76,5,M,t7_dist,E,reject,low,t7
DI,Senegal,senegal_actor_77,5,M,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_78,8,F,t7_dist,E,accept,low,t7
DI,Senegal,senegal_actor_79,9,F,t7_dist,E,accept,high,t7
AI,Senegal,senegal_actor_8,12,F,t7_dist,E,accept,low,t7
AI,Senegal,senegal_actor_80,12,F,t7_dist,U,accept,low,t7
